STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,16.53,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.83,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,13.74,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,11.4,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,12.43,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,12.14,,POL,Poland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,5.29,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.84,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,15.42,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,11.58,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,5.34,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.86,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,12.42,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.98,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,5.35,,TUR,Türkiye,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,15.81,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,7.17,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,13.8,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,5.6,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.83,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,15.81,,GBR,United Kingdom,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,13.57,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,14.28,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,9.78,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,11.22,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,7.22,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,12.55,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,18.11,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,16.25,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,16.03,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,15.27,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,17.34,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,13.85,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,11.75,,NZL,New Zealand,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,16.75,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,15.25,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,17.29,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2000,,17.37,,JPN,Japan,O,Missing value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,17.23,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.07,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,16.85,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,17.97,,JPN,Japan,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,11.87,,NZL,New Zealand,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,14.14,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,17.73,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.4,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,16.34,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,16.65,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,18.43,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,12.64,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,7.54,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,11.18,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,9.8,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,13.88,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,13.6,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.86,,GBR,United Kingdom,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,14.8,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,5.71,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,13.79,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,7.34,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.92,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.15,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,12.55,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.13,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,5.41,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,11.57,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.43,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,5.38,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,12.35,,POL,Poland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,12.38,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,11.44,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,13.9,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,15.09,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,16.79,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2001,,6.72,,TUR,Türkiye,B,Time series break,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,17.01,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.42,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,14.48,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,11.39,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,12.35,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,12.58,,POL,Poland,A,Normal value,0,Units,2,Two
